date,est,y_sample,date
1985-01-01,64.88521581535699,65.56,1985-01-01
1985-02-01,65.38888020768367,63.714,1985-02-01
1985-03-01,65.34860658412276,64.045,1985-03-01
1985-04-01,64.9190055030929,65.149,1985-04-01
1985-05-01,64.66905092767843,67.786,1985-05-01
1985-06-01,66.59723954280666,67.95,1985-06-01
1985-07-01,67.72815670096581,66.998,1985-07-01
1985-08-01,67.82616255217512,67.727,1985-08-01
1985-09-01,67.80081882063692,67.962,1985-09-01
1985-10-01,67.80742851663473,68.911,1985-10-01
1985-11-01,68.5056562163444,69.77,1985-11-01
1985-12-01,69.3219749896226,71.378,1985-12-01
1986-01-01,70.63029504595033,71.267,1986-01-01
1986-02-01,71.24289315919354,72.939,1986-02-01
1986-03-01,72.31721054224361,74.722,1986-03-01
1986-04-01,73.82094104312444,74.758,1986-04-01
1986-05-01,74.65427909958458,72.472,1986-05-01
1986-06-01,74.63123764072277,74.238,1986-06-01
1986-07-01,74.41739755045087,75.05,1986-07-01
1986-08-01,74.57580859222757,76.92699999999998,1986-08-01
1986-09-01,76.09121414785803,75.21600000000002,1986-09-01
1986-10-01,76.24799155031906,76.225,1986-10-01
1986-11-01,76.55059356045868,76.679,1986-11-01
1986-12-01,76.41258090565556,76.668,1986-12-01
1987-01-01,76.6528639553192,76.589,1987-01-01
1987-02-01,76.66979255538442,76.62899999999998,1987-02-01
1987-03-01,76.64834610864399,76.051,1987-03-01
1987-04-01,76.5835981521452,73.305,1987-04-01
1987-05-01,76.21193733173357,72.535,1987-05-01
1987-06-01,74.88423719524947,73.139,1987-06-01
1987-07-01,73.19248453222586,72.645,1987-07-01
1987-08-01,72.93090689923754,71.789,1987-08-01
1987-09-01,72.85960329166423,69.71600000000001,1987-09-01
1987-10-01,72.1217645390148,71.655,1987-10-01
1987-11-01,71.6221426090227,71.837,1987-11-01
1987-12-01,71.64571668612004,72.263,1987-12-01
1988-01-01,72.07175702173356,73.804,1988-01-01
1988-02-01,73.14344983490328,74.33800000000002,1988-02-01
1988-03-01,74.00269251730563,73.23100000000002,1988-03-01
1988-04-01,74.06719412415947,72.226,1988-04-01
1988-05-01,73.78892198221895,71.137,1988-05-01
1988-06-01,72.71290440538371,72.072,1988-06-01
1988-07-01,72.10141592502762,71.105,1988-07-01
1988-08-01,71.70806461772646,70.464,1988-08-01
1988-09-01,71.61165871617116,71.421,1988-09-01
1988-10-01,71.23640464256152,72.094,1988-10-01
1988-11-01,71.72905720419493,70.508,1988-11-01
1988-12-01,71.73237029309828,69.758,1988-12-01
1989-01-01,71.37305365663087,70.11399999999999,1989-01-01
1989-02-01,70.31111744092465,69.046,1989-02-01
1989-03-01,69.90669668150903,68.804,1989-03-01
1989-04-01,69.66404476237263,69.822,1989-04-01
1989-05-01,69.48547909057994,70.949,1989-05-01
1989-06-01,70.38586387766647,73.017,1989-06-01
1989-07-01,72.05936516646274,74.26899999999998,1989-07-01
1989-08-01,73.56932923266446,72.117,1989-08-01
1989-09-01,73.66725172632519,71.839,1989-09-01
1989-10-01,73.3955689141859,73.289,1989-10-01
1989-11-01,72.79336238023403,73.528,1989-11-01
1989-12-01,73.33470760453017,73.181,1989-12-01
1990-01-01,73.4207334216264,71.97800000000002,1990-01-01
1990-02-01,73.2948036956396,71.57300000000002,1990-02-01
1990-03-01,72.65437842460216,71.038,1990-03-01
1990-04-01,71.76101896021136,70.047,1990-04-01
1990-05-01,71.26591762792975,71.28699999999998,1990-05-01
1990-06-01,71.1125301344727,71.946,1990-06-01
1990-07-01,71.5664440219978,72.773,1990-07-01
1990-08-01,72.36734901467058,71.664,1990-08-01
1990-09-01,72.41048681778953,71.828,1990-09-01
1990-10-01,72.38204388163615,72.532,1990-10-01
1990-11-01,72.23472650893203,73.311,1990-11-01
1990-12-01,72.92172008936201,74.172,1990-12-01
1991-01-01,73.74517804251221,74.259,1991-01-01
1991-02-01,74.17543062707789,74.222,1991-02-01
1991-03-01,74.23944910081762,73.917,1991-03-01
1991-04-01,74.22630220444438,74.345,1991-04-01
1991-05-01,74.27126680194668,74.219,1991-05-01
1991-06-01,74.27006398329709,73.513,1991-06-01
1991-07-01,74.24938496438438,74.02600000000002,1991-07-01
1991-08-01,74.10137259727821,75.271,1991-08-01
1991-09-01,74.72102008095261,76.416,1991-09-01
1991-10-01,75.83401714915944,77.03399999999998,1991-10-01
1991-11-01,76.68660832830328,77.528,1991-11-01
1991-12-01,77.27129086086249,79.343,1991-12-01
1992-01-01,78.58198504235052,77.878,1992-01-01
1992-02-01,78.73632535885712,77.48899999999998,1992-02-01
1992-03-01,78.7307877584422,76.367,1992-03-01
1992-04-01,77.63800011710879,76.762,1992-04-01
1992-05-01,77.15799007636564,77.671,1992-05-01
1992-06-01,77.268561031964,78.691,1992-06-01
1992-07-01,78.19375072143019,80.045,1992-07-01
1992-08-01,79.40423601107697,80.767,1992-08-01
1992-09-01,80.3669952559344,81.939,1992-09-01
1992-10-01,81.4001094598286,79.726,1992-10-01
1992-11-01,81.3702341106591,78.768,1992-11-01
1992-12-01,80.96375935372279,79.661,1992-12-01
1993-01-01,79.65471768916012,81.085,1993-01-01
1993-02-01,80.4267847736559,82.03,1993-02-01
1993-03-01,81.52618334740679,81.99700000000001,1993-03-01
1993-04-01,81.97422075301976,82.397,1993-04-01
1993-05-01,82.25319958952728,81.61,1993-05-01
1993-06-01,82.1996030020866,82.696,1993-06-01
1993-07-01,82.51697504624921,82.40700000000002,1993-07-01
1993-08-01,82.51994473016607,83.56200000000003,1993-08-01
1993-09-01,83.18871539098717,83.365,1993-09-01
1993-10-01,83.42012720525791,83.18,1993-10-01
1993-11-01,83.46447169723314,82.194,1993-11-01
1993-12-01,83.2276076603078,82.052,1993-12-01
1994-01-01,82.78237958030971,82.719,1994-01-01
1994-02-01,82.49726037757782,80.745,1994-02-01
1994-03-01,82.3405066334568,78.71300000000002,1994-03-01
1994-04-01,81.72674020409738,77.324,1994-04-01
1994-05-01,79.78720790474755,76.95,1994-05-01
1994-06-01,78.12470294517364,76.373,1994-06-01
1994-07-01,77.12012185110994,77.095,1994-07-01
1994-08-01,76.99556340858578,76.84899999999998,1994-08-01
1994-09-01,76.95451225718271,75.444,1994-09-01
1994-10-01,76.90369223410106,74.85,1994-10-01
1994-11-01,76.22261160144768,73.732,1994-11-01
1994-12-01,75.10573235050674,73.47399999999998,1994-12-01
